record_id,test_date,plant_name,vehicle_model,supplier_id,supplier_name,supplier_batch_id,part_name,part_category,market_price_inr,open_market_price_range_inr,qty_inspected,qty_defective,ppm,otd_pct,audit_score_pct,cpk,belt_tension_dev_ratio,slip_ratio,crack_density_per_100mm,pressure_retention_ratio,hose_leak_rate_ml_min,engine_temp_dev_ratio,filter_pressure_drop_pa_ratio,filtration_efficiency,fuel_penalty_ratio,brake_leak_rate_cc_min,pushrod_stroke_excess_ratio,brake_response_lag_s_ratio,relay_brake_lag_s_ratio,relay_pressure_delivery_ratio,relay_leak_rate_cc_min,pulse_integrity_ratio,speed_deviation_ratio,dropout_count_ratio,bearing_temp_rise_c_ratio,bearing_vibration_rms_ratio,bearing_play_mm_ratio,ujoint_vibration_rms_ratio,ujoint_backlash_mm_ratio,ujoint_temp_rise_c_ratio,downstream_water_ppm_ratio,separator_dp_kpa_ratio,service_compliance_ratio,data_source_type,impact_raw,criticality_weight_0_1,min_required_sqm_0_1,importance_band,part_quality_score_recomputed_0_1,supplier_quality_score_recomputed_0_1,sqm_gap_to_target_0_1,part_gap_to_target_0_1,weighted_loss_priority_0_1,sqm_status,action_priority,risk_label_current_scenario,dataset_note_current_scenario
359,21-04-2025,Chennai Plant,Rigid Truck 2818,SUP-DELTA,Delta Fleet Components,SUP-DELTA-REL-7691,Relay Valve,Brake,1745.58,700-1900,271,1,2297,92.96,100,1.526,,,,,,,,,,,,,0.0755,0.9203,3.994,,,,,,,,,,,,,Warranty Record,9.5,0.98,0.98,Very High,0.9,0.91,-0.07,-0.08,0.28,Below Target,Medium Action,High Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
360,13-02-2026,Chennai Plant,Rigid Truck 2818,SUP-GAMMA,Gamma Motion Parts,SUP-GAMMA-REL-6308,Relay Valve,Brake,1662.88,700-1900,213,1,3137,95.18,100,1.377,,,,,,,,,,,,,0.0794,0.8736,5.23,,,,,,,,,,,,,Dealer Service,9.5,0.98,0.98,Very High,0.87,0.89,-0.09,-0.11,0.28,Below Target,Medium Action,High Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
361,10-08-2025,Jamshedpur Plant,School Bus 1017,SUP-EPS,Epsilon Drives & Seals,SUP-EPS-WHE-1378,Wheel Speed Sensor,Electrical/Sensor,1008.29,500-1250,218,0,419,95.27,95.6,1.595,,,,,,,,,,,,,,,,0.9626,0.1084,0.0605,,,,,,,,,,Warranty Record,8.5,0.9,0.9,High,0.93,0.96,0.06,0.03,0.13,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
362,28-03-2025,Jamshedpur Plant,School Bus 1017,SUP-EPS,Epsilon Drives & Seals,SUP-EPS-WHE-6818,Wheel Speed Sensor,Electrical/Sensor,933.37,500-1250,80,0,3383,95.54,94.42,1.224,,,,,,,,,,,,,,,,0.939,0.1843,0.1473,,,,,,,,,,Incoming QC,8.5,0.9,0.9,High,0.88,0.87,-0.03,-0.02,0.14,Near Target,Monitor,Watchlist,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
363,07-01-2026,Bangalore Plant,School Bus 1017,SUP-ZETA,Zeta Brake and Flow,SUP-ZETA-WHE-6969,Wheel Speed Sensor,Electrical/Sensor,1044.03,500-1250,214,1,2518,100,99.46,1.567,,,,,,,,,,,,,,,,0.9099,0.0804,0.1545,,,,,,,,,,Bench Test,8.5,0.9,0.9,High,0.9,0.92,0.02,0,0.13,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
364,21-09-2025,Chennai Plant,Cargo 1916,SUP-DELTA,Delta Fleet Components,SUP-DELTA-WHE-7924,Wheel Speed Sensor,Electrical/Sensor,508.04,500-1250,118,0,2384,100,93.48,1.435,,,,,,,,,,,,,,,,0.9638,0.0523,0.0231,,,,,,,,,,Bench Test,8.5,0.9,0.9,High,0.96,0.93,0.03,0.06,0.06,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
365,08-04-2025,Chennai Plant,School Bus 1017,SUP-ALPHA,Alpha Mobility Components,SUP-ALPHA-WHE-5487,Wheel Speed Sensor,Electrical/Sensor,603.78,500-1250,121,0,1577,98.64,88.78,1.784,,,,,,,,,,,,,,,,0.9767,0.1174,0.1352,,,,,,,,,,Dealer Service,8.5,0.9,0.9,High,0.92,0.93,0.03,0.02,0.07,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
366,04-04-2025,Chennai Plant,Bus Chassis 1624,SUP-ZETA,Zeta Brake and Flow,SUP-ZETA-WHE-9633,Wheel Speed Sensor,Electrical/Sensor,603.02,500-1250,132,0,1057,85.3,90.68,1.57,,,,,,,,,,,,,,,,0.9891,0.0145,0.096,,,,,,,,,,Bench Test,8.5,0.9,0.9,High,0.97,0.93,0.03,0.07,0.07,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
367,22-03-2025,Jamshedpur Plant,School Bus 1017,SUP-ZETA,Zeta Brake and Flow,SUP-ZETA-WHE-3659,Wheel Speed Sensor,Electrical/Sensor,500.17,500-1250,108,0,2011,96.66,100,1.36,,,,,,,,,,,,,,,,0.944,0.0494,0.0311,,,,,,,,,,Warranty Record,8.5,0.9,0.9,High,0.95,0.94,0.04,0.05,0.06,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
368,08-09-2025,Bangalore Plant,Tipper 3523,SUP-EPS,Epsilon Drives & Seals,SUP-EPS-WHE-4153,Wheel Speed Sensor,Electrical/Sensor,884.29,500-1250,136,0,3541,95.99,92.01,1.301,,,,,,,,,,,,,,,,0.8916,0.0373,0.1731,,,,,,,,,,Bench Test,8.5,0.9,0.9,High,0.9,0.88,-0.02,0,0.12,Near Target,Monitor,Watchlist,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
369,15-03-2026,Jamshedpur Plant,Tipper 3523,SUP-GAMMA,Gamma Motion Parts,SUP-GAMMA-WHE-3741,Wheel Speed Sensor,Electrical/Sensor,560.87,500-1250,267,1,4981,95.37,81.61,1.425,,,,,,,,,,,,,,,,0.7911,0.1374,0.1687,,,,,,,,,,Warranty Record,8.5,0.9,0.9,High,0.82,0.82,-0.08,-0.08,0.12,Below Target,Monitor,High Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
370,20-03-2025,Bangalore Plant,Rigid Truck 2818,SUP-ZETA,Zeta Brake and Flow,SUP-ZETA-WHE-5565,Wheel Speed Sensor,Electrical/Sensor,1240.17,500-1250,185,1,4846,93.95,100,1.439,,,,,,,,,,,,,,,,0.922,0.1606,0.1793,,,,,,,,,,Incoming QC,8.5,0.9,0.9,High,0.87,0.86,-0.04,-0.03,0.19,Near Target,Monitor,Watchlist,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
371,12-10-2025,Jamshedpur Plant,Tipper 3523,SUP-GAMMA,Gamma Motion Parts,SUP-GAMMA-WHE-1240,Wheel Speed Sensor,Electrical/Sensor,500.45,500-1250,48,0,1307,99.88,91.18,1.61,,,,,,,,,,,,,,,,0.9182,0.0307,0.0803,,,,,,,,,,Incoming QC,8.5,0.9,0.9,High,0.94,0.94,0.04,0.04,0.06,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
372,04-07-2025,Bangalore Plant,Rigid Truck 2818,SUP-GAMMA,Gamma Motion Parts,SUP-GAMMA-WHE-8325,Wheel Speed Sensor,Electrical/Sensor,1130,500-1250,138,0,1686,88.77,77.21,1.416,,,,,,,,,,,,,,,,0.9464,0.0415,0.0991,,,,,,,,,,Bench Test,8.5,0.9,0.9,High,0.94,0.89,-0.01,0.04,0.15,Near Target,Monitor,Watchlist,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
373,18-04-2026,Bangalore Plant,Tipper 3523,SUP-EPS,Epsilon Drives & Seals,SUP-EPS-WHE-8970,Wheel Speed Sensor,Electrical/Sensor,552.9,500-1250,246,1,3204,88.47,86.36,1.186,,,,,,,,,,,,,,,,0.8399,0.3016,0.0532,,,,,,,,,,Bench Test,8.5,0.9,0.9,High,0.81,0.83,-0.07,-0.09,0.11,Below Target,Monitor,High Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
374,04-10-2025,Pune Plant,School Bus 1017,SUP-ZETA,Zeta Brake and Flow,SUP-ZETA-WHE-1585,Wheel Speed Sensor,Electrical/Sensor,1077.08,500-1250,55,0,1081,95.81,89.79,1.426,,,,,,,,,,,,,,,,0.8883,0.1211,0.0248,,,,,,,,,,Warranty Record,8.5,0.9,0.9,High,0.9,0.93,0.03,0,0.14,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
375,11-06-2025,Bangalore Plant,School Bus 1017,SUP-ZETA,Zeta Brake and Flow,SUP-ZETA-WHE-2861,Wheel Speed Sensor,Electrical/Sensor,732.73,500-1250,245,1,5402,88.88,92.91,1.332,,,,,,,,,,,,,,,,0.93,0.1387,0.0946,,,,,,,,,,Incoming QC,8.5,0.9,0.9,High,0.9,0.83,-0.07,0,0.14,Below Target,Monitor,High Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
376,27-02-2025,Pune Plant,School Bus 1017,SUP-DELTA,Delta Fleet Components,SUP-DELTA-WHE-8264,Wheel Speed Sensor,Electrical/Sensor,1227.21,500-1250,237,1,3277,90.85,94.42,1.327,,,,,,,,,,,,,,,,0.8594,0.0332,0.0625,,,,,,,,,,Dealer Service,8.5,0.9,0.9,High,0.91,0.88,-0.02,0.01,0.17,Near Target,Monitor,Watchlist,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
377,13-11-2025,Bangalore Plant,Rigid Truck 2818,SUP-ALPHA,Alpha Mobility Components,SUP-ALPHA-WHE-4225,Wheel Speed Sensor,Electrical/Sensor,1081.43,500-1250,169,0,610,96.39,99.04,1.543,,,,,,,,,,,,,,,,0.9784,0.0508,0.0428,,,,,,,,,,Warranty Record,8.5,0.9,0.9,High,0.96,0.97,0.07,0.06,0.14,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
378,18-06-2025,Pune Plant,Bus Chassis 1624,SUP-GAMMA,Gamma Motion Parts,SUP-GAMMA-WHE-4644,Wheel Speed Sensor,Electrical/Sensor,1115.24,500-1250,190,1,6341,95.64,90.52,1.402,,,,,,,,,,,,,,,,0.8655,0.1217,0.214,,,,,,,,,,Dealer Service,8.5,0.9,0.9,High,0.85,0.81,-0.09,-0.05,0.2,Below Target,Monitor,High Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
379,14-08-2025,Pune Plant,Bus Chassis 1624,SUP-GAMMA,Gamma Motion Parts,SUP-GAMMA-WHE-6801,Wheel Speed Sensor,Electrical/Sensor,678.11,500-1250,197,1,3567,89.36,93.61,1.297,,,,,,,,,,,,,,,,0.8349,0.2049,0.3167,,,,,,,,,,Warranty Record,8.5,0.9,0.9,High,0.79,0.84,-0.06,-0.11,0.12,Below Target,Monitor,High Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
380,03-03-2025,Chennai Plant,Tipper 3523,SUP-BETA,Beta Truck Systems,SUP-BETA-WHE-7257,Wheel Speed Sensor,Electrical/Sensor,783.67,500-1250,194,1,4379,92.7,99.12,1.244,,,,,,,,,,,,,,,,0.8565,0.1025,0.0468,,,,,,,,,,Bench Test,8.5,0.9,0.9,High,0.89,0.86,-0.04,-0.01,0.12,Near Target,Monitor,Watchlist,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
381,15-03-2025,Bangalore Plant,School Bus 1017,SUP-ALPHA,Alpha Mobility Components,SUP-ALPHA-WHE-5704,Wheel Speed Sensor,Electrical/Sensor,610.37,500-1250,64,0,4148,87.25,94.31,1.328,,,,,,,,,,,,,,,,0.8882,0.0418,0.2125,,,,,,,,,,Incoming QC,8.5,0.9,0.9,High,0.89,0.85,-0.05,-0.01,0.11,Near Target,Monitor,Watchlist,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
382,14-11-2025,Pune Plant,Bus Chassis 1624,SUP-BETA,Beta Truck Systems,SUP-BETA-WHE-2364,Wheel Speed Sensor,Electrical/Sensor,1036.02,500-1250,176,0,2029,91.34,90.48,1.673,,,,,,,,,,,,,,,,0.9789,0.1129,0.1709,,,,,,,,,,Warranty Record,8.5,0.9,0.9,High,0.92,0.91,0.01,0.02,0.13,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
383,01-10-2025,Jamshedpur Plant,Rigid Truck 2818,SUP-BETA,Beta Truck Systems,SUP-BETA-WHE-6523,Wheel Speed Sensor,Electrical/Sensor,1214.05,500-1250,81,0,3322,93.63,89.72,1.483,,,,,,,,,,,,,,,,1,0.0222,0.022,,,,,,,,,,Bench Test,8.5,0.9,0.9,High,0.99,0.9,0,0.09,0.16,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
384,04-06-2025,Pune Plant,Cargo 1916,SUP-DELTA,Delta Fleet Components,SUP-DELTA-WHE-7481,Wheel Speed Sensor,Electrical/Sensor,1221.16,500-1250,286,0,1678,97.15,94.08,1.239,,,,,,,,,,,,,,,,0.8859,0.1477,0.0473,,,,,,,,,,Dealer Service,8.5,0.9,0.9,High,0.89,0.91,0.01,-0.01,0.16,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
385,07-05-2026,Jamshedpur Plant,Bus Chassis 1624,SUP-EPS,Epsilon Drives & Seals,SUP-EPS-WHE-6427,Wheel Speed Sensor,Electrical/Sensor,772.44,500-1250,115,0,4222,90.56,95.62,1.523,,,,,,,,,,,,,,,,0.87,0.2188,0.1728,,,,,,,,,,Dealer Service,8.5,0.9,0.9,High,0.83,0.84,-0.06,-0.07,0.13,Below Target,Monitor,High Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
386,12-02-2026,Bangalore Plant,Cargo 1916,SUP-EPS,Epsilon Drives & Seals,SUP-EPS-WHE-7031,Wheel Speed Sensor,Electrical/Sensor,848.15,500-1250,228,0,265,92.61,100,1.582,,,,,,,,,,,,,,,,0.8267,0.1192,0.1558,,,,,,,,,,Bench Test,8.5,0.9,0.9,High,0.85,0.94,0.04,-0.05,0.1,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
387,30-11-2025,Jamshedpur Plant,Cargo 1916,SUP-BETA,Beta Truck Systems,SUP-BETA-WHE-3506,Wheel Speed Sensor,Electrical/Sensor,898.52,500-1250,238,1,2392,92.06,90.95,1.319,,,,,,,,,,,,,,,,0.8889,0.1461,0.1849,,,,,,,,,,Dealer Service,8.5,0.9,0.9,High,0.86,0.88,-0.02,-0.04,0.13,Near Target,Monitor,Watchlist,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
388,17-01-2026,Jamshedpur Plant,Bus Chassis 1624,SUP-GAMMA,Gamma Motion Parts,SUP-GAMMA-WHE-7230,Wheel Speed Sensor,Electrical/Sensor,516.56,500-1250,137,0,981,100,100,1.514,,,,,,,,,,,,,,,,0.9899,0.0043,0.0095,,,,,,,,,,Warranty Record,8.5,0.9,0.9,High,0.99,0.98,0.08,0.09,0.06,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
389,25-03-2025,Bangalore Plant,Rigid Truck 2818,SUP-BETA,Beta Truck Systems,SUP-BETA-WHE-3721,Wheel Speed Sensor,Electrical/Sensor,813.72,500-1250,226,1,3520,95.64,97.46,1.557,,,,,,,,,,,,,,,,0.9404,0.1621,0.0969,,,,,,,,,,Bench Test,8.5,0.9,0.9,High,0.9,0.89,-0.01,0,0.11,Near Target,Monitor,Watchlist,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
390,18-01-2025,Bangalore Plant,School Bus 1017,SUP-ZETA,Zeta Brake and Flow,SUP-ZETA-WHE-2797,Wheel Speed Sensor,Electrical/Sensor,916.62,500-1250,51,0,4100,93.24,92.79,1.203,,,,,,,,,,,,,,,,0.8226,0.0982,0.297,,,,,,,,,,Warranty Record,8.5,0.9,0.9,High,0.83,0.83,-0.07,-0.07,0.16,Below Target,Monitor,High Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
391,10-03-2025,Bangalore Plant,Rigid Truck 2818,SUP-ALPHA,Alpha Mobility Components,SUP-ALPHA-WHE-7085,Wheel Speed Sensor,Electrical/Sensor,589.33,500-1250,50,0,909,100,91.01,1.584,,,,,,,,,,,,,,,,0.9628,0.0417,0.0197,,,,,,,,,,Incoming QC,8.5,0.9,0.9,High,0.96,0.96,0.06,0.06,0.07,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
392,24-11-2025,Jamshedpur Plant,School Bus 1017,SUP-BETA,Beta Truck Systems,SUP-BETA-WHE-4240,Wheel Speed Sensor,Electrical/Sensor,694.18,500-1250,145,0,0,93.17,100,1.504,,,,,,,,,,,,,,,,0.9736,0.1066,0.0243,,,,,,,,,,Dealer Service,8.5,0.9,0.9,High,0.95,0.97,0.07,0.05,0.08,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
393,14-09-2025,Chennai Plant,Bus Chassis 1624,SUP-BETA,Beta Truck Systems,SUP-BETA-WHE-1018,Wheel Speed Sensor,Electrical/Sensor,937.01,500-1250,43,0,2236,99.44,89.57,1.562,,,,,,,,,,,,,,,,0.9526,0.1228,0.1037,,,,,,,,,,Warranty Record,8.5,0.9,0.9,High,0.91,0.92,0.02,0.01,0.12,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
394,03-11-2025,Chennai Plant,Cargo 1916,SUP-DELTA,Delta Fleet Components,SUP-DELTA-WHE-6127,Wheel Speed Sensor,Electrical/Sensor,648.17,500-1250,179,1,3904,100,81.76,1.399,,,,,,,,,,,,,,,,0.7874,0.2291,0.1285,,,,,,,,,,Dealer Service,8.5,0.9,0.9,High,0.8,0.84,-0.06,-0.1,0.12,Below Target,Monitor,High Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
395,30-08-2025,Bangalore Plant,Bus Chassis 1624,SUP-ALPHA,Alpha Mobility Components,SUP-ALPHA-WHE-8868,Wheel Speed Sensor,Electrical/Sensor,1127.31,500-1250,188,0,68,98.68,100,1.718,,,,,,,,,,,,,,,,0.9603,0.0018,0.0014,,,,,,,,,,Warranty Record,8.5,0.9,0.9,High,0.98,0.99,0.09,0.08,0.14,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
396,12-02-2026,Bangalore Plant,Bus Chassis 1624,SUP-DELTA,Delta Fleet Components,SUP-DELTA-WHE-9119,Wheel Speed Sensor,Electrical/Sensor,821.86,500-1250,90,0,432,100,100,1.588,,,,,,,,,,,,,,,,0.9362,0,0,,,,,,,,,,Incoming QC,8.5,0.9,0.9,High,0.97,0.98,0.08,0.07,0.1,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
397,02-03-2026,Chennai Plant,Tipper 3523,SUP-ALPHA,Alpha Mobility Components,SUP-ALPHA-WHE-9534,Wheel Speed Sensor,Electrical/Sensor,818.72,500-1250,71,0,0,98.66,100,1.508,,,,,,,,,,,,,,,,1,0.0099,0.0068,,,,,,,,,,Dealer Service,8.5,0.9,0.9,High,1,1,0.1,0.1,0.1,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
398,18-01-2025,Chennai Plant,Tipper 3523,SUP-BETA,Beta Truck Systems,SUP-BETA-WHE-8933,Wheel Speed Sensor,Electrical/Sensor,928.18,500-1250,214,0,611,95.61,96.58,1.803,,,,,,,,,,,,,,,,0.9105,0.0277,0.0142,,,,,,,,,,Bench Test,8.5,0.9,0.9,High,0.95,0.96,0.06,0.05,0.12,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
399,12-03-2026,Jamshedpur Plant,Cargo 1916,SUP-DELTA,Delta Fleet Components,SUP-DELTA-WHE-5957,Wheel Speed Sensor,Electrical/Sensor,973.08,500-1250,216,1,2545,95.45,96.57,1.282,,,,,,,,,,,,,,,,0.9327,0.1271,0.1862,,,,,,,,,,Bench Test,8.5,0.9,0.9,High,0.89,0.9,0,-0.01,0.12,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
400,07-10-2025,Chennai Plant,Rigid Truck 2818,SUP-EPS,Epsilon Drives & Seals,SUP-EPS-WHE-6378,Wheel Speed Sensor,Electrical/Sensor,909.81,500-1250,73,0,3130,90.48,80.81,1.323,,,,,,,,,,,,,,,,0.8613,0.3262,0.2271,,,,,,,,,,Incoming QC,8.5,0.9,0.9,High,0.78,0.83,-0.07,-0.12,0.16,Below Target,Monitor,High Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
401,04-04-2026,Pune Plant,School Bus 1017,SUP-GAMMA,Gamma Motion Parts,SUP-GAMMA-WHE-4159,Wheel Speed Sensor,Electrical/Sensor,1012.34,500-1250,147,1,4050,91.13,89,1.244,,,,,,,,,,,,,,,,0.8569,0.1374,0.044,,,,,,,,,,Bench Test,8.5,0.9,0.9,High,0.88,0.84,-0.06,-0.02,0.17,Below Target,Monitor,High Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
402,28-09-2025,Chennai Plant,Tipper 3523,SUP-ZETA,Zeta Brake and Flow,SUP-ZETA-WHE-1759,Wheel Speed Sensor,Electrical/Sensor,1133.73,500-1250,44,0,2348,99.75,89.53,1.384,,,,,,,,,,,,,,,,0.8948,0.1217,0.104,,,,,,,,,,Warranty Record,8.5,0.9,0.9,High,0.89,0.91,0.01,-0.01,0.14,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
403,28-08-2025,Chennai Plant,Rigid Truck 2818,SUP-BETA,Beta Truck Systems,SUP-BETA-WHE-6972,Wheel Speed Sensor,Electrical/Sensor,530.25,500-1250,267,1,4971,91.46,97.36,1.42,,,,,,,,,,,,,,,,0.808,0.1612,0.072,,,,,,,,,,Dealer Service,8.5,0.9,0.9,High,0.84,0.84,-0.06,-0.06,0.1,Below Target,Monitor,High Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
404,08-07-2025,Jamshedpur Plant,Rigid Truck 2818,SUP-BETA,Beta Truck Systems,SUP-BETA-WHE-8688,Wheel Speed Sensor,Electrical/Sensor,1163.93,500-1250,294,1,2194,100,79.77,1.582,,,,,,,,,,,,,,,,0.8925,0.128,0.2019,,,,,,,,,,Warranty Record,8.5,0.9,0.9,High,0.87,0.89,-0.01,-0.03,0.16,Near Target,Monitor,Watchlist,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
405,16-07-2025,Chennai Plant,School Bus 1017,SUP-ALPHA,Alpha Mobility Components,SUP-ALPHA-WHE-2223,Wheel Speed Sensor,Electrical/Sensor,749.13,500-1250,265,0,0,94.36,100,1.582,,,,,,,,,,,,,,,,1,0.0056,0.006,,,,,,,,,,Warranty Record,8.5,0.9,0.9,High,1,0.99,0.09,0.1,0.09,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
406,01-07-2025,Pune Plant,Tipper 3523,SUP-EPS,Epsilon Drives & Seals,SUP-EPS-WHE-1572,Wheel Speed Sensor,Electrical/Sensor,1101.38,500-1250,49,0,2448,97.6,90.67,1.299,,,,,,,,,,,,,,,,0.8449,0.317,0.2809,,,,,,,,,,Bench Test,8.5,0.9,0.9,High,0.76,0.87,-0.03,-0.14,0.16,Near Target,Monitor,Watchlist,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
407,14-08-2025,Bangalore Plant,Bus Chassis 1624,SUP-DELTA,Delta Fleet Components,SUP-DELTA-WHE-4407,Wheel Speed Sensor,Electrical/Sensor,718.77,500-1250,144,0,685,98.51,100,1.554,,,,,,,,,,,,,,,,0.9783,0,0,,,,,,,,,,Incoming QC,8.5,0.9,0.9,High,0.99,0.98,0.08,0.09,0.09,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
408,06-08-2025,Pune Plant,Rigid Truck 2818,SUP-EPS,Epsilon Drives & Seals,SUP-EPS-WHE-9624,Wheel Speed Sensor,Electrical/Sensor,814.5,500-1250,290,1,4767,90.42,79.9,1.476,,,,,,,,,,,,,,,,0.8568,0.1442,0.2552,,,,,,,,,,Warranty Record,8.5,0.9,0.9,High,0.83,0.81,-0.09,-0.07,0.16,Below Target,Monitor,High Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
409,20-08-2025,Chennai Plant,School Bus 1017,SUP-EPS,Epsilon Drives & Seals,SUP-EPS-WHE-5022,Wheel Speed Sensor,Electrical/Sensor,885.87,500-1250,286,1,3136,93.49,97.92,1.287,,,,,,,,,,,,,,,,0.9229,0.2463,0.1999,,,,,,,,,,Dealer Service,8.5,0.9,0.9,High,0.84,0.87,-0.03,-0.06,0.13,Near Target,Monitor,Watchlist,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
