claim_id,dealer_id,supplier_id,part_name,failure_type,claim_amount,repair_cost,claim_frequency,days_since_last_claim,failure_severity,fraud_label
CLM05091,1632,SUP-038,Wheel Speed Sensor,Corrosion,25331,23864,10,161,8,0
CLM05092,1576,SUP-041,Wheel Speed Sensor,Sensor Failure,4583,19782,16,288,6,0
CLM05093,1618,SUP-092,V-Belt,Misalignment,17256,1964,9,149,6,0
CLM05094,1658,SUP-081,Wheel Speed Sensor,Corrosion,45099,26383,2,192,8,0
CLM05095,1136,SUP-014,V-Belt,Sensor Failure,8539,15620,6,334,3,0
CLM05096,1922,SUP-071,Radiator Hose,Breakage,45379,10646,5,66,3,0
CLM05097,1673,SUP-086,Air Filter,Breakage,35806,13486,3,177,6,0
CLM05098,1427,SUP-051,V-Belt,Corrosion,23310,14530,7,327,4,0
CLM05099,1451,SUP-065,V-Belt,Breakage,9223,16518,15,31,7,0
CLM05100,1611,SUP-093,Wheel Speed Sensor,Corrosion,11160,6114,6,348,7,0
CLM05101,1849,SUP-052,Air Filter,Wear,20358,23973,4,199,9,0
CLM05102,1910,SUP-095,Wheel Speed Sensor,Sensor Failure,32339,653,13,74,2,0
CLM05103,1818,SUP-030,Radiator Hose,Corrosion,12522,23647,5,111,2,0
CLM05104,1140,SUP-057,Wheel Speed Sensor,Sensor Failure,37336,6959,15,94,6,0
CLM05105,1082,SUP-079,Brake Chamber,Wear,28501,12203,7,360,9,0
CLM05106,1176,SUP-082,Fuel/Water Separator,Sensor Failure,29014,20950,7,169,7,0
CLM05107,1197,SUP-099,Radiator Hose,Corrosion,45082,1310,10,297,6,0
CLM05108,1623,SUP-030,Wheel Bearing,Breakage,9298,17034,13,261,5,0
CLM05109,1567,SUP-098,Air Filter,Sensor Failure,1201,8637,11,213,8,0
CLM05110,1971,SUP-042,Brake Chamber,Sensor Failure,8956,16265,1,262,2,0
CLM05111,1690,SUP-011,V-Belt,Misalignment,8385,27298,11,318,3,0
CLM05112,1420,SUP-027,Brake Chamber,Misalignment,7007,9770,1,272,6,0
CLM05113,1400,SUP-024,Fuel/Water Separator,Wear,35562,1278,3,208,1,0
CLM05114,1697,SUP-099,Radiator Hose,Leak,2408,14122,8,344,8,0
CLM05115,1470,SUP-039,Air Filter,Breakage,1916,21133,13,83,9,0
CLM05116,1217,SUP-072,Brake Chamber,Corrosion,8778,20852,7,240,2,0
CLM05117,1924,SUP-018,Relay Valve,Wear,43644,8167,3,123,9,0
CLM05118,1928,SUP-077,V-Belt,Corrosion,48208,14807,2,165,5,0
CLM05119,1827,SUP-045,Brake Chamber,Corrosion,7346,5096,18,64,8,0
CLM05120,1986,SUP-088,Air Filter,Sensor Failure,49637,7857,5,97,1,0
CLM05121,1728,SUP-087,Relay Valve,Wear,36934,3053,18,69,1,1
CLM05122,1631,SUP-012,Wheel Bearing,Wear,41112,29320,16,201,4,1
CLM05123,1950,SUP-049,Radiator Hose,Misalignment,17448,20987,7,135,1,0
CLM05124,1905,SUP-094,Radiator Hose,Breakage,37418,14471,1,298,1,0
CLM05125,1174,SUP-031,Wheel Bearing,Leak,15715,22688,9,312,5,0
CLM05126,1022,SUP-092,Wheel Speed Sensor,Corrosion,40166,13380,15,341,2,0
CLM05127,1724,SUP-022,Relay Valve,Breakage,35783,5064,1,364,4,0
CLM05128,1916,SUP-044,V-Belt,Misalignment,26897,6964,17,341,8,0
CLM05129,1234,SUP-092,Brake Chamber,Breakage,49708,23599,9,91,6,0
CLM05130,1012,SUP-064,Fuel/Water Separator,Corrosion,37792,29622,15,289,2,0
CLM05131,1100,SUP-077,Air Filter,Sensor Failure,23698,20562,10,282,3,0
CLM05132,1928,SUP-025,Wheel Speed Sensor,Sensor Failure,42572,14635,3,273,2,0
CLM05133,1535,SUP-051,V-Belt,Corrosion,9843,12915,5,21,4,0
CLM05134,1875,SUP-007,Fuel/Water Separator,Misalignment,46773,4205,2,2,5,0
CLM05135,1522,SUP-006,Fuel/Water Separator,Misalignment,32551,3858,6,79,9,0
CLM05136,1784,SUP-024,V-Belt,Wear,35155,9544,16,44,7,1
CLM05137,1451,SUP-019,Wheel Speed Sensor,Leak,28442,4682,12,194,8,0
CLM05138,1430,SUP-083,Air Filter,Sensor Failure,27696,20849,17,71,7,0
CLM05139,1792,SUP-100,Wheel Bearing,Leak,22563,5700,12,36,8,0
CLM05140,1605,SUP-009,U-Joint,Breakage,23982,5129,17,46,5,0
CLM05141,1712,SUP-036,U-Joint,Breakage,23863,28399,7,235,3,0
CLM05142,1532,SUP-040,Wheel Speed Sensor,Corrosion,5763,23217,16,224,7,0
CLM05143,1851,SUP-093,Fuel/Water Separator,Corrosion,28771,29995,18,67,1,0
CLM05144,1978,SUP-024,Brake Chamber,Corrosion,33198,24649,8,259,3,0
CLM05145,1722,SUP-048,Wheel Bearing,Misalignment,21493,6103,18,119,7,0
CLM05146,1651,SUP-063,Wheel Bearing,Sensor Failure,6535,4974,2,45,4,0
CLM05147,1292,SUP-069,Wheel Speed Sensor,Leak,33519,9147,9,25,7,0
CLM05148,1809,SUP-053,Air Filter,Breakage,13020,14690,16,165,6,0
CLM05149,1912,SUP-054,Wheel Speed Sensor,Leak,30745,7675,17,164,4,1
CLM05150,1100,SUP-042,Brake Chamber,Sensor Failure,31906,13105,10,291,7,0
CLM05151,1501,SUP-045,Radiator Hose,Leak,36896,15169,1,275,8,0
CLM05152,1303,SUP-090,U-Joint,Leak,22250,729,18,45,8,0
CLM05153,1870,SUP-014,Wheel Speed Sensor,Misalignment,38853,23691,15,211,7,0
CLM05154,1539,SUP-029,Wheel Bearing,Corrosion,12297,13295,9,225,2,0
CLM05155,1552,SUP-006,Air Filter,Misalignment,27783,29961,3,146,8,0
CLM05156,1354,SUP-007,U-Joint,Misalignment,17257,22478,16,350,5,0
CLM05157,1302,SUP-037,Relay Valve,Leak,39766,5519,15,287,9,0
CLM05158,1495,SUP-053,V-Belt,Leak,47791,3977,2,323,6,0
CLM05159,1657,SUP-018,Wheel Bearing,Misalignment,45137,20242,10,10,4,0
CLM05160,1767,SUP-087,Relay Valve,Leak,31086,15804,4,8,9,0
CLM05161,1973,SUP-038,Air Filter,Misalignment,25063,17643,19,34,1,0
CLM05162,1226,SUP-059,Wheel Bearing,Wear,44282,10482,17,234,4,1
CLM05163,1235,SUP-001,Wheel Speed Sensor,Misalignment,30984,29617,10,181,5,0
CLM05164,1872,SUP-068,Wheel Bearing,Breakage,19421,1866,6,12,4,0
CLM05165,1891,SUP-044,Air Filter,Breakage,42922,25400,1,238,9,0
CLM05166,1454,SUP-047,Wheel Bearing,Leak,2243,17760,11,192,1,0
CLM05167,1012,SUP-035,Brake Chamber,Misalignment,43829,666,16,352,3,1
CLM05168,1209,SUP-087,Fuel/Water Separator,Misalignment,22863,20548,7,273,9,0
CLM05169,1740,SUP-091,Relay Valve,Corrosion,33337,24347,3,332,7,0
CLM05170,1396,SUP-060,Radiator Hose,Corrosion,35421,25656,14,327,5,0
CLM05171,1099,SUP-090,Fuel/Water Separator,Corrosion,25688,7850,4,335,6,0
CLM05172,1030,SUP-052,Air Filter,Misalignment,8974,6195,9,2,4,0
CLM05173,1897,SUP-008,U-Joint,Misalignment,10491,26875,15,27,5,0
CLM05174,1527,SUP-080,Brake Chamber,Breakage,3304,26185,12,153,8,0
CLM05175,1648,SUP-041,Relay Valve,Sensor Failure,30000,12319,16,140,5,0
CLM05176,1328,SUP-003,Air Filter,Leak,24304,27929,19,193,2,0
CLM05177,1165,SUP-096,Relay Valve,Breakage,12498,24936,14,95,8,0
CLM05178,1458,SUP-069,Wheel Bearing,Corrosion,13338,26248,4,168,3,0
CLM05179,1821,SUP-084,Wheel Speed Sensor,Breakage,4814,9463,6,5,5,0
CLM05180,1951,SUP-014,Fuel/Water Separator,Breakage,25796,1427,11,220,6,0
CLM05181,1981,SUP-096,Wheel Bearing,Breakage,28219,16682,4,28,1,0
CLM05182,1992,SUP-026,V-Belt,Corrosion,30925,11600,8,249,3,0
CLM05183,1099,SUP-070,U-Joint,Sensor Failure,13509,13743,9,72,1,0
CLM05184,1620,SUP-058,V-Belt,Wear,38806,9297,2,308,7,0
CLM05185,1854,SUP-100,V-Belt,Leak,49793,12598,3,134,2,0
CLM05186,1172,SUP-040,Brake Chamber,Leak,14365,20984,6,274,7,0
CLM05187,1748,SUP-051,Radiator Hose,Breakage,31326,20978,2,293,3,0
CLM05188,1161,SUP-005,Fuel/Water Separator,Sensor Failure,37549,14918,8,192,3,0
CLM05189,1904,SUP-077,Wheel Bearing,Corrosion,35726,23867,8,355,1,0
CLM05190,1727,SUP-032,V-Belt,Wear,40109,15384,3,35,7,0
CLM05191,1775,SUP-080,V-Belt,Wear,10224,14290,17,126,8,0
CLM05192,1262,SUP-001,U-Joint,Breakage,6082,24078,11,17,4,0
CLM05193,1803,SUP-077,Wheel Bearing,Breakage,21706,26077,3,110,9,0
CLM05194,1273,SUP-054,Fuel/Water Separator,Corrosion,41069,20857,12,88,4,0
CLM05195,1002,SUP-011,Fuel/Water Separator,Corrosion,48043,24628,14,10,5,0
CLM05196,1027,SUP-053,Wheel Bearing,Misalignment,16375,913,1,51,6,0
CLM05197,1325,SUP-008,Brake Chamber,Corrosion,31934,29886,12,112,9,0
CLM05198,1939,SUP-025,Wheel Bearing,Breakage,28759,22812,18,337,9,0
CLM05199,1148,SUP-040,Wheel Speed Sensor,Sensor Failure,30526,18898,4,52,8,0
CLM05200,1539,SUP-032,Air Filter,Breakage,20612,10179,3,237,2,0
CLM05201,1487,SUP-088,Wheel Speed Sensor,Breakage,18859,25858,17,320,1,0
CLM05202,1821,SUP-028,Brake Chamber,Wear,36175,9218,13,289,2,0
CLM05203,1437,SUP-078,Brake Chamber,Corrosion,24927,500,17,97,6,0
CLM05204,1064,SUP-003,Wheel Bearing,Leak,47013,8962,17,273,7,1
CLM05205,1355,SUP-100,Wheel Bearing,Corrosion,44927,3031,19,177,6,1
CLM05206,1532,SUP-091,Radiator Hose,Misalignment,39183,17955,5,364,1,0
CLM05207,1251,SUP-084,U-Joint,Sensor Failure,36013,25769,8,230,1,0
CLM05208,1234,SUP-079,Wheel Speed Sensor,Sensor Failure,23073,14810,2,127,1,0
CLM05209,1226,SUP-062,Fuel/Water Separator,Corrosion,21721,16042,9,263,1,0
CLM05210,1524,SUP-027,Radiator Hose,Corrosion,7572,19771,7,266,1,0
CLM05211,1312,SUP-045,Relay Valve,Breakage,4950,23400,16,287,2,0
CLM05212,1048,SUP-092,Fuel/Water Separator,Leak,20042,12270,12,25,2,0
CLM05213,1117,SUP-025,Radiator Hose,Breakage,11006,24789,5,185,4,0
CLM05214,1053,SUP-061,V-Belt,Wear,41253,15505,6,65,3,0
CLM05215,1649,SUP-044,Radiator Hose,Wear,20667,2495,17,131,4,0
CLM05216,1564,SUP-097,Radiator Hose,Sensor Failure,18680,4077,15,311,5,0
CLM05217,1043,SUP-046,Radiator Hose,Sensor Failure,28731,15407,10,304,4,0
CLM05218,1814,SUP-014,Wheel Bearing,Leak,35415,23093,3,321,3,0
CLM05219,1052,SUP-008,Wheel Speed Sensor,Sensor Failure,48813,2209,7,235,3,0
CLM05220,1585,SUP-048,Radiator Hose,Misalignment,10356,14822,2,113,4,0
CLM05221,1557,SUP-014,Wheel Bearing,Wear,41860,18983,13,60,6,0
CLM05222,1524,SUP-065,U-Joint,Leak,23013,6617,14,14,7,0
CLM05223,1676,SUP-080,Wheel Speed Sensor,Wear,4244,25545,4,87,4,0
CLM05224,1101,SUP-082,Brake Chamber,Corrosion,24571,19174,8,337,8,0
CLM05225,1791,SUP-007,Fuel/Water Separator,Corrosion,37793,9028,5,14,6,0
CLM05226,1769,SUP-079,Relay Valve,Leak,12892,8470,12,341,5,0
CLM05227,1981,SUP-088,Brake Chamber,Breakage,42462,17639,12,173,8,0
CLM05228,1848,SUP-049,Air Filter,Misalignment,14877,11293,11,2,6,0
CLM05229,1867,SUP-055,U-Joint,Misalignment,23754,10411,2,244,1,0
CLM05230,1397,SUP-013,Air Filter,Sensor Failure,21588,7712,5,160,1,0
CLM05231,1137,SUP-073,V-Belt,Leak,42770,2599,13,264,6,0
CLM05232,1674,SUP-056,V-Belt,Misalignment,24638,912,18,292,8,0
CLM05233,1920,SUP-056,Radiator Hose,Sensor Failure,1785,28688,17,218,9,0
CLM05234,1386,SUP-015,U-Joint,Wear,1227,15404,6,271,4,0
CLM05235,1110,SUP-057,Brake Chamber,Breakage,5947,16357,19,34,7,0
CLM05236,1613,SUP-058,U-Joint,Sensor Failure,8477,16646,17,149,9,0
CLM05237,1016,SUP-035,Brake Chamber,Corrosion,18211,28356,17,9,8,0
CLM05238,1779,SUP-088,Relay Valve,Corrosion,14894,20987,18,40,8,0
CLM05239,1181,SUP-097,Air Filter,Wear,29387,3493,15,254,1,0
CLM05240,1883,SUP-016,Brake Chamber,Leak,11217,12154,4,26,6,0
CLM05241,1535,SUP-008,Relay Valve,Sensor Failure,48488,746,4,25,9,0
CLM05242,1540,SUP-093,U-Joint,Wear,40024,24446,5,199,8,0
CLM05243,1170,SUP-087,Relay Valve,Corrosion,12556,12470,15,91,2,0
CLM05244,1408,SUP-045,Fuel/Water Separator,Corrosion,12568,7477,2,45,5,0
CLM05245,1739,SUP-095,Relay Valve,Corrosion,27914,24390,11,225,4,0
CLM05246,1377,SUP-040,Relay Valve,Breakage,26704,25487,3,277,8,0
CLM05247,1187,SUP-054,Radiator Hose,Breakage,23466,23979,11,89,9,0
CLM05248,1857,SUP-014,V-Belt,Corrosion,9482,14156,3,296,3,0
CLM05249,1229,SUP-059,Air Filter,Misalignment,20932,15678,11,175,9,0
CLM05250,1832,SUP-094,Fuel/Water Separator,Leak,8688,20251,2,342,1,0
CLM05251,1851,SUP-053,Fuel/Water Separator,Breakage,1059,29406,15,61,7,0
CLM05252,1118,SUP-027,V-Belt,Sensor Failure,39199,3189,8,270,8,0
CLM05253,1155,SUP-047,Wheel Speed Sensor,Breakage,29777,1087,2,200,6,0
CLM05254,1783,SUP-080,Brake Chamber,Sensor Failure,20054,1968,18,344,4,0
CLM05255,1686,SUP-006,Relay Valve,Breakage,48192,732,8,323,4,0
CLM05256,1464,SUP-055,U-Joint,Corrosion,4339,7385,12,76,7,0
CLM05257,1103,SUP-097,Relay Valve,Sensor Failure,20173,24895,6,175,6,0
CLM05258,1603,SUP-044,U-Joint,Leak,33582,14732,2,327,4,0
CLM05259,1697,SUP-018,Relay Valve,Breakage,37422,24024,12,274,5,0
CLM05260,1971,SUP-016,Fuel/Water Separator,Breakage,46955,2386,12,23,4,0
CLM05261,1794,SUP-012,Wheel Speed Sensor,Corrosion,28068,17193,13,26,1,0
CLM05262,1501,SUP-020,V-Belt,Sensor Failure,39316,24964,9,230,4,0
CLM05263,1692,SUP-045,Wheel Bearing,Misalignment,22486,26019,15,194,6,0
CLM05264,1681,SUP-064,Air Filter,Corrosion,31641,25983,11,130,2,0
CLM05265,1698,SUP-059,Air Filter,Sensor Failure,20046,3248,9,150,7,0
CLM05266,1174,SUP-093,Brake Chamber,Breakage,17585,11217,8,115,9,0
CLM05267,1733,SUP-094,V-Belt,Breakage,8087,2100,18,166,2,0
CLM05268,1744,SUP-090,U-Joint,Breakage,47102,10791,11,249,7,0
CLM05269,1673,SUP-022,Air Filter,Breakage,42430,17429,5,170,2,0
CLM05270,1420,SUP-097,U-Joint,Wear,41711,27424,4,156,9,0
CLM05271,1133,SUP-047,V-Belt,Breakage,37124,4323,5,63,1,0
CLM05272,1390,SUP-029,Brake Chamber,Breakage,29330,11380,7,273,4,0
CLM05273,1991,SUP-086,Wheel Bearing,Misalignment,44316,20198,17,243,2,1
CLM05274,1735,SUP-045,V-Belt,Misalignment,37741,29527,18,187,1,1
CLM05275,1500,SUP-077,Radiator Hose,Sensor Failure,14020,5430,1,115,2,0
CLM05276,1664,SUP-009,Brake Chamber,Breakage,44543,6229,16,258,6,1
CLM05277,1032,SUP-024,U-Joint,Breakage,5471,24875,9,355,5,0
CLM05278,1054,SUP-015,Wheel Speed Sensor,Sensor Failure,28122,6061,12,335,1,0
CLM05279,1953,SUP-036,Fuel/Water Separator,Breakage,4123,13664,19,207,3,0
CLM05280,1518,SUP-013,Fuel/Water Separator,Breakage,12333,15566,11,108,6,0
CLM05281,1755,SUP-091,Wheel Speed Sensor,Corrosion,39771,18725,6,256,5,0
CLM05282,1824,SUP-044,Wheel Bearing,Wear,4790,18520,4,109,6,0
CLM05283,1637,SUP-071,Fuel/Water Separator,Sensor Failure,33036,13930,16,247,8,1
CLM05284,1011,SUP-072,Wheel Bearing,Corrosion,40289,8076,3,226,6,0
CLM05285,1527,SUP-078,Brake Chamber,Misalignment,36878,18559,8,178,5,0
CLM05286,1719,SUP-076,Wheel Speed Sensor,Leak,25923,29908,16,143,4,0
CLM05287,1554,SUP-036,Wheel Bearing,Leak,2601,2290,2,146,5,0
CLM05288,1372,SUP-061,Radiator Hose,Misalignment,12788,3644,13,77,9,0
CLM05289,1483,SUP-081,Wheel Bearing,Wear,22307,12212,19,38,6,0
CLM05290,1972,SUP-040,Relay Valve,Leak,28129,7467,16,80,5,0
CLM05291,1646,SUP-093,Brake Chamber,Wear,13712,26917,19,148,8,0
CLM05292,1227,SUP-027,Radiator Hose,Leak,23303,17039,8,282,5,0
CLM05293,1622,SUP-001,Wheel Speed Sensor,Leak,47515,23798,2,121,5,0
CLM05294,1306,SUP-034,Air Filter,Corrosion,17004,9625,1,337,8,0
CLM05295,1456,SUP-068,U-Joint,Leak,21162,25651,17,154,9,0
CLM05296,1159,SUP-088,Fuel/Water Separator,Misalignment,42281,26409,18,274,8,1
CLM05297,1330,SUP-021,Relay Valve,Wear,29237,19991,7,172,9,0
CLM05298,1775,SUP-033,Relay Valve,Breakage,11489,4843,9,135,9,0
CLM05299,1224,SUP-007,Air Filter,Breakage,17563,10143,3,236,8,0
CLM05300,1982,SUP-065,Fuel/Water Separator,Breakage,21349,22047,11,35,7,0
CLM05301,1728,SUP-003,Wheel Bearing,Wear,47059,21432,16,12,7,1
CLM05302,1503,SUP-051,Wheel Speed Sensor,Wear,29143,5738,9,239,1,0
CLM05303,1455,SUP-079,U-Joint,Breakage,49805,24400,12,300,7,0
CLM05304,1044,SUP-095,Radiator Hose,Misalignment,16685,7336,14,41,6,0
CLM05305,1213,SUP-054,Radiator Hose,Leak,27609,13696,4,54,1,0
CLM05306,1058,SUP-080,U-Joint,Breakage,42697,1439,4,129,8,0
CLM05307,1643,SUP-074,V-Belt,Sensor Failure,37487,12151,11,281,9,0
CLM05308,1615,SUP-093,Wheel Speed Sensor,Wear,12117,9785,2,336,2,0
CLM05309,1194,SUP-059,Fuel/Water Separator,Sensor Failure,24041,7590,18,249,4,0
CLM05310,1924,SUP-006,Wheel Speed Sensor,Sensor Failure,27009,20825,3,271,7,0
CLM05311,1488,SUP-029,Air Filter,Wear,45602,27577,2,75,1,0
CLM05312,1156,SUP-017,Relay Valve,Breakage,20678,4862,1,357,8,0
CLM05313,1609,SUP-060,V-Belt,Misalignment,37623,15566,5,173,9,0
CLM05314,1225,SUP-022,Fuel/Water Separator,Corrosion,14369,18345,7,45,8,0
CLM05315,1411,SUP-024,Wheel Speed Sensor,Sensor Failure,36519,27489,4,170,2,0
CLM05316,1204,SUP-081,Brake Chamber,Breakage,29209,12465,3,20,8,0
CLM05317,1078,SUP-085,Relay Valve,Corrosion,34492,24819,6,245,8,0
CLM05318,1123,SUP-051,Wheel Speed Sensor,Sensor Failure,43213,26286,12,207,2,0
CLM05319,1470,SUP-050,Wheel Speed Sensor,Breakage,10369,20182,16,116,9,0
CLM05320,1939,SUP-011,Fuel/Water Separator,Sensor Failure,43256,16944,8,167,1,0
CLM05321,1217,SUP-056,Relay Valve,Breakage,41817,2715,11,355,7,0
CLM05322,1515,SUP-071,Radiator Hose,Misalignment,14357,6775,13,285,2,0
CLM05323,1601,SUP-042,Radiator Hose,Leak,26470,29326,14,276,8,0
CLM05324,1103,SUP-039,Brake Chamber,Leak,19883,11523,18,335,8,0
CLM05325,1392,SUP-069,Wheel Bearing,Wear,2329,5317,8,96,4,0
CLM05326,1630,SUP-048,U-Joint,Corrosion,28050,20986,1,12,8,0
CLM05327,1644,SUP-057,Fuel/Water Separator,Sensor Failure,32407,13310,4,312,5,0
CLM05328,1823,SUP-021,Fuel/Water Separator,Sensor Failure,13538,6331,17,268,9,0
CLM05329,1607,SUP-082,Radiator Hose,Breakage,19834,17134,6,53,1,0
CLM05330,1979,SUP-099,Fuel/Water Separator,Corrosion,47821,18483,5,98,5,0
CLM05331,1433,SUP-020,Relay Valve,Sensor Failure,48303,15527,14,264,9,0
CLM05332,1330,SUP-015,Wheel Bearing,Corrosion,43129,7929,19,314,6,1
CLM05333,1142,SUP-069,Brake Chamber,Corrosion,30746,19051,14,280,4,0
CLM05334,1799,SUP-077,V-Belt,Leak,40825,23075,2,61,1,0
CLM05335,1539,SUP-051,Radiator Hose,Sensor Failure,12631,11832,9,129,6,0
CLM05336,1277,SUP-076,V-Belt,Sensor Failure,44327,9977,7,89,7,0
CLM05337,1232,SUP-062,V-Belt,Wear,5294,15577,18,78,7,0
CLM05338,1528,SUP-085,Air Filter,Corrosion,43424,10479,11,228,9,0
CLM05339,1570,SUP-037,Wheel Bearing,Breakage,47138,18352,8,70,4,0
CLM05340,1089,SUP-006,U-Joint,Leak,19114,20917,10,173,4,0
CLM05341,1491,SUP-071,Wheel Speed Sensor,Wear,9149,18386,18,112,5,0
CLM05342,1198,SUP-026,Relay Valve,Leak,48246,26330,17,152,9,1
CLM05343,1361,SUP-008,Fuel/Water Separator,Breakage,34891,29395,17,60,2,1
CLM05344,1440,SUP-073,U-Joint,Wear,24577,7100,1,231,4,0
CLM05345,1025,SUP-091,Brake Chamber,Leak,33175,5314,4,274,9,0
CLM05346,1024,SUP-004,Brake Chamber,Breakage,49134,27976,11,105,6,0
CLM05347,1393,SUP-021,Relay Valve,Misalignment,19413,12129,9,348,6,0
CLM05348,1506,SUP-031,Fuel/Water Separator,Wear,40642,5544,9,308,7,0
CLM05349,1300,SUP-021,Fuel/Water Separator,Breakage,4766,16911,3,258,5,0
CLM05350,1338,SUP-025,Radiator Hose,Wear,42355,24782,6,357,4,0
CLM05351,1266,SUP-015,Fuel/Water Separator,Sensor Failure,40824,9592,6,233,3,0
CLM05352,1460,SUP-035,Wheel Speed Sensor,Sensor Failure,27056,9540,10,164,2,0
CLM05353,1692,SUP-049,U-Joint,Leak,9299,600,10,304,7,0
CLM05354,1455,SUP-043,U-Joint,Corrosion,37331,27181,17,344,5,1
CLM05355,1359,SUP-041,Air Filter,Misalignment,44866,15883,15,291,1,0
CLM05356,1067,SUP-037,Relay Valve,Corrosion,8849,21394,4,198,4,0
CLM05357,1862,SUP-057,Relay Valve,Breakage,14771,24278,10,337,9,0
CLM05358,1411,SUP-042,Wheel Speed Sensor,Wear,30604,3740,8,94,8,0
CLM05359,1970,SUP-047,Fuel/Water Separator,Sensor Failure,7035,16348,1,115,7,0
CLM05360,1490,SUP-092,Air Filter,Corrosion,16104,12009,17,72,5,0
CLM05361,1832,SUP-061,Radiator Hose,Sensor Failure,8959,14647,12,336,1,0
CLM05362,1048,SUP-014,Radiator Hose,Misalignment,4196,1988,12,294,5,0
CLM05363,1686,SUP-068,U-Joint,Breakage,37899,1953,13,154,8,0
CLM05364,1563,SUP-053,Wheel Speed Sensor,Misalignment,20459,18685,14,287,4,0
CLM05365,1101,SUP-084,V-Belt,Misalignment,1412,29592,8,254,5,0
CLM05366,1215,SUP-034,V-Belt,Breakage,28734,8584,14,180,8,0
CLM05367,1437,SUP-076,Fuel/Water Separator,Wear,9674,29192,7,8,5,0
CLM05368,1699,SUP-097,U-Joint,Misalignment,12151,29807,17,189,4,0
CLM05369,1568,SUP-024,Wheel Speed Sensor,Corrosion,37615,12132,11,35,4,0
CLM05370,1558,SUP-020,V-Belt,Breakage,9794,5059,1,290,6,0
CLM05371,1158,SUP-069,Wheel Bearing,Breakage,25358,6740,8,138,1,0
CLM05372,1488,SUP-030,Brake Chamber,Sensor Failure,34849,8317,13,168,4,0
CLM05373,1685,SUP-088,Brake Chamber,Leak,29843,2015,17,108,1,0
CLM05374,1241,SUP-007,Wheel Bearing,Misalignment,25046,12613,12,308,6,0
CLM05375,1793,SUP-036,Wheel Bearing,Corrosion,9216,16212,16,140,8,0
CLM05376,1752,SUP-038,Wheel Speed Sensor,Wear,9389,16464,10,361,4,0
CLM05377,1881,SUP-080,Air Filter,Misalignment,42382,28242,16,155,8,1
CLM05378,1004,SUP-052,Relay Valve,Wear,18525,25099,3,147,2,0
CLM05379,1595,SUP-015,V-Belt,Sensor Failure,11245,25471,1,313,5,0
CLM05380,1819,SUP-046,Wheel Speed Sensor,Misalignment,18504,1927,19,218,3,0
CLM05381,1360,SUP-023,Air Filter,Wear,13359,6585,8,54,7,0
CLM05382,1458,SUP-012,Relay Valve,Misalignment,32648,11896,16,15,9,1
CLM05383,1247,SUP-093,Wheel Speed Sensor,Breakage,5527,14889,15,223,1,0
CLM05384,1565,SUP-044,Fuel/Water Separator,Misalignment,46435,17897,7,189,8,0
CLM05385,1672,SUP-015,Relay Valve,Corrosion,27369,7779,2,221,4,0
CLM05386,1945,SUP-093,Relay Valve,Misalignment,7693,29593,13,300,5,0
CLM05387,1421,SUP-049,Radiator Hose,Wear,38671,4726,5,347,1,0
CLM05388,1922,SUP-021,Brake Chamber,Corrosion,33823,9111,10,358,5,0
CLM05389,1737,SUP-015,Wheel Bearing,Wear,24142,3849,8,340,9,0
CLM05390,1014,SUP-014,Fuel/Water Separator,Leak,14414,15611,13,149,8,0
CLM05391,1735,SUP-042,V-Belt,Leak,36031,6576,19,285,8,1
CLM05392,1572,SUP-080,Radiator Hose,Corrosion,29274,12657,6,107,6,0
CLM05393,1121,SUP-015,Radiator Hose,Leak,42250,24641,18,271,9,1
CLM05394,1276,SUP-063,U-Joint,Leak,16050,29946,8,342,4,0
CLM05395,1557,SUP-068,Wheel Speed Sensor,Breakage,19378,5687,9,343,6,0
CLM05396,1452,SUP-027,Wheel Speed Sensor,Wear,18218,14385,17,324,3,0
CLM05397,1389,SUP-087,Wheel Speed Sensor,Leak,39038,10118,4,251,2,0
CLM05398,1293,SUP-093,Relay Valve,Corrosion,15272,7518,18,344,9,0
CLM05399,1573,SUP-053,V-Belt,Breakage,15526,21154,6,64,5,0
CLM05400,1597,SUP-052,Brake Chamber,Leak,15742,14091,11,270,2,0
CLM05401,1445,SUP-063,Wheel Speed Sensor,Misalignment,43874,9155,10,165,5,0
CLM05402,1209,SUP-073,Radiator Hose,Corrosion,44561,889,11,54,6,0
CLM05403,1589,SUP-053,V-Belt,Wear,35269,7391,8,315,8,0
CLM05404,1713,SUP-057,Radiator Hose,Misalignment,16295,17019,3,128,5,0
CLM05405,1301,SUP-052,Wheel Bearing,Leak,16553,2956,2,187,2,0
CLM05406,1908,SUP-043,V-Belt,Corrosion,45281,19155,18,213,7,1
CLM05407,1222,SUP-007,Relay Valve,Misalignment,22072,25676,2,311,5,0
CLM05408,1733,SUP-042,Wheel Speed Sensor,Corrosion,5136,23997,12,180,2,0
CLM05409,1002,SUP-004,Air Filter,Sensor Failure,15705,25694,5,295,6,0
CLM05410,1989,SUP-069,Fuel/Water Separator,Misalignment,17403,10268,4,333,7,0
CLM05411,1517,SUP-005,Radiator Hose,Corrosion,18416,28845,16,147,8,0
CLM05412,1092,SUP-075,U-Joint,Misalignment,42784,22980,14,184,3,0
CLM05413,1519,SUP-092,U-Joint,Sensor Failure,47715,24239,2,164,4,0
CLM05414,1427,SUP-080,Fuel/Water Separator,Wear,20658,11617,7,180,6,0
CLM05415,1492,SUP-041,Brake Chamber,Wear,12853,6006,11,300,3,0
